,frase,sentimento
304,"Embora o tempo de atendimento tenha sido um pouco longo, o problema foi resolvido a contento.",neutro
305,"O apoio local mostrou-se muito pró-ativo no atendimento, superando minhas expectativas.",positivo
306,Boa prestatividade e pró-atividade da equipe de atendimento.,positivo
307,"Os PDFs foram gerados, mas alguns ficaram com formato errado. Além disso, a ferramenta de visualização apresenta falhas.",negativo
308,Não foi realizado o solicitado. Ocorreu um erro na solicitação e faltou proatividade por parte da TIC para solucionar. O registro INC000023227182 explica o ocorrido.,negativo
309,trabalho muito bom,positivo
310,OTIMO ATENDIMENTO .,positivo
311,SERVIÇO REALIZADO COM SUCESSO,positivo
312,"Já estava alguns anos tendo problemas com o micro, o que dificultava muito o meu trabalho. Extremamente lento, com conflitos e precisando reiniciar o tempo todo. Em média levava de 20 a 30 minutos para ligar e/ou reiniciar. Análise do técnico foi satisfatória ao condenar a máquina e trocar imediatamente por outra.",neutro
313,"obrigado. o técnico do apoio local , Osvaldo conseguiu resolver muito bem o problema.",positivo
314,ÓTIMO ATENDIMENTO,positivo
315,O problema do telefone persiste. Não recebo algumas ligações.,negativo
316,não resolveram ; ligaram para um ramal errado que não é o meu ; o que está ocorrendo de não ter solucionado essa demanda ???,negativo
317,"Como sempre, bem atendido.",positivo
318,Sempre de parabén a TIC.,positivo
319,fui bem atendida ao telefone. Porém nada foi solucionado. Continuo sem conseguir fazer nenhum tipo de chamada e também sem o cadeado eletronico,neutro
320,"Não existe uma forma de comunicação com a TIC para saber o andamento das solicitações.    Quando o serviço leva mais de um dia, fica-se sem saber sobre o andamento do mesmo, se faltou algo, se a conclusão está próxima, etc.",neutro
321,O serviço foi repassado para o setor de competência. Muito simpatico e atencioso o atendente.,neutro
322,"Atendimento realizado com eficiência, em curto período de tempo.",positivo
323,"Excelente atendimento dos dois operadores. Serviço necessitou de muita paciencia devido a precariedade temporaria do sistema de transmissão via radio (link PCE-1/P-08). Uma transferencia de 300 Mb durou 4,5 horas. Muito obrigado a equipe.",positivo
324,Aguarda SAP voltar ao normal.,neutro
325,Demoraram muito para comparecer à sala.,neutro
326,Muito bom o atendimento.,positivo
327,Excelente atendimento!!,positivo
328,"O problema foi parcialmente resolvido, ainda não consigo acessar no Portal Petrobras a opção Viagem",negativo
329,Resolvido com atenção e sucesso.,positivo
330,"O problema da abertura do cronograma não foi resolvido. Porém, o cronograma foi desbloqueado e conseguimos fazer o avanço físico através do ""Gantt do Clarity"" para criação do RAP.",neutro
331,Não obtive acesso às pastas,negativo
332,Solucionador simpático e eficiente.,positivo
333,"Muito bom, parabéns.",positivo
334,"Muito bom, parabéns.",positivo
335,Atendente solícita e paciente. Foram quase 2:20 de atendimento!,positivo
336,"Poderia ter sido resolvido desde o primeiro chamado, desde que tivessem empenho e critério de comunicar-se com o solictante para averiguar a real necessidade do chamado.",negativo
337,ótimo atendimento.,positivo
338,"EXCELENTE PROFISSIONAL , AGIL E MUITO EDUCADO.",positivo
339,Bom atendimento.,positivo
340,Fui bem atendido e resolveram meu problema,positivo
341,Fui bem atendido e resolveram meu problema.,positivo
342,"Excelente atendimento, mas necessitava de apoio tec local. O problema foi resolvido internamente.",neutro
343,O chamado foi aberto na manhã de sexta e somente hoje foi atendido.,negativo
344,Fui benm atendido e resolveram meu problema.,positivo
345,Fui bem atendido e resolveram meu problema.,positivo
346,Péssimo atendimento. Vejo que não temos suporte para este software. Há um problema de configuração de domínio não resolviodo.,negativo
347,Resolvido rapidamente. Obrigada,positivo
348,"muita atenção, compreensão, vontade de resolver o problema, e paciência",positivo
349,"O atendimento foi ""imediato"", muito obrigado.",positivo
350,"Não entendo que meu chamado foi resolvido. O notebook liga, mas o pacote office não está instalado. Preciso do pacote office para trabalhar.",negativo
351, Serviço  e atendimento nota  mil .,positivo
352,O ramal ainda continua sem meu nome. Desliguei e liguei o telefone e nem assim parece o meu nome.,negativo
353,Agilidade,positivo
354,Foi informado que o acesso ao SAP ainda não está liberado.,neutro
355,Precisava da Versão 2014-3 do Petrel para poder abrir projeto enviado por paeceira.,neutro
356,Aguardando liberação do acesso ao SAP.,neutro
357,"Não concordei com a informação da TI, solicitando um novo chamado para incluir para quem seria o chamado.  O Computador estava livre e as informações de contato estavam na solicitação.  Já foi feita uma nova solicitação conforme orientado pela TI.",negativo
358,O Atendimento foi maravilhoso. Muito obrigada.,positivo
359,O atendimento foi de grande presteza.,positivo
360,Minha máquina precisava de manutenção e não foi possível realizar o primeiro acesso. Atendente repassou o chamado para o setor correto.,neutro
361,Excelente presteza. Profissional exemplar.,positivo
362,Na verdade tinha sido eliminada a pasta mapeada.,neutro
363,O atendimento foi realizado com êxito.,positivo
364,O atendente foi muito atencioso e eficiente.,positivo
365,EXCELENTE,positivo
366,ótimo.,positivo
367,Excelente atendimento.,positivo
368,"Prezados, A própria conclusão do chamado ""informa que o Lancrypt não encontra-se instalado."" Não há como considerar esse chamado fechado. Não há fundamento para isso.",negativo
369,O Firefox já estava atualizado. não foi necessária realização deste serviço,neutro
370,EXCELENTE,positivo
371,Sem comentários.,neutro
372,"Já há um outro chamado tratando desse problema, portanto o meu foi encerrado.",negativo
373,Excelente atendimento!,positivo
374,"Além do mouse, foi verificado que a máquina e o filtro de linha não estavam funcionando. Por isso, a máquina (cpu/hd externo) foi levada na sexta feira, com a infomação de que retornaria na segunda  (01.06.2015) logo no primeiro horário (8h), mas só às 10:40 da manhã o problema foi de fato resolvido.",negativo
375,problema resolvido.,neutro
376,Problema resolvido.,neutro
377,Excelente adentimento!,positivo
378,Otimo atendimento,positivo
379,"Em minha opinião, para a verdadeira eficiência não deveria ser necessário abrir chamado para  adicionar um atalho. Muito melhor seria se não fosse necessário ligar para o 881 para coisas tão básicas, mas os atalhos são tão impossíveis de se achar!!",neutro
380,Excelente serviço prestado. Recomendo.,positivo
381,TEMPO DE RESPOSTA PARA ATENDIMENTO - MUITO BOM.,neutro
382,"Ótimo atendimento, muito rápido.",positivo
383,Excelente atendimento,positivo
384,Atendentes muito cordatos e solicitos,positivo
385,Atendentes muito cordatos e solicitos,positivo
386,Atendentes muito cordatos e solicitos,positivo
387,Superou à expectativa,positivo
388,superou à expectativa,positivo
389,"O colaborador TIC, orientou a entrar em contato com o emissor do documento para repassar o mesmo, que veio com erro. ",neutro
390,"O atendimento demorou cerca de 2 horas, sendo que um colega meu que fez a mesma solicitação foi atendido em cerca de 15-20 minutos antes de mim.",negativo
391,S/C,neutro
392,Fui muito bem atendido. Grato.,positivo
393,"O atendente reportou que o problema com a impressora era local, ocorre que a impressão local está ok. O conflito está entre o SAP e a impressora. ",negativo
394,Sem C.,neutro
395,Muito obrigado pela ajuda,positivo
396,Há um vírus no facebook e não não no computador e/ou rede Petrobras.  Creio ser assunto meu para ser resolvido junto ao facebook mesmo.,neutro
397,Parabéns pelo ótimo atendimento!,positivo
398,Ótimo atendimento,positivo
399,Excelente atendimento!!! ,positivo
400,Resolveu rápido e seguro.,positivo
401,Profissionalismo e cordialidade no atendimento.,positivo
402,Profissionalismo e cordialidade no atendimento.,positivo
403,Atendente André racional e paciente. Muito Bom !,positivo
404,a primeira senha não resolveu,neutro
405,"PARABÉNS, A TIC PRECISA DE MAIS ATENDENTES COMO VOCÊ. EXELENTE!!!!",positivo
406,Continuem assim,neutro
407,Ótimo atendimento,positivo
408,sem comentarios,neutro
409,"Excelente atendimento, mas a versão atualizada foi anterior à 11, necessária.",neutro
410,muito bom atendiento.,positivo
411,"Atendente muito prestativo, eficiente e rápido.",positivo
412,atendimento super rápido,positivo
413,Muito bom o atendimento,positivo
414,Não foi resolvido devido ser problema em toda o sistema Petrobras. ,neutro
415,Muito bom o atendimento ,positivo
416,SATISFATÓRIO,positivo
417,Excelente trabalho prestado pela TIC. Muito grato. Onofre,positivo
418,MUITO PRESTATIVO,positivo
419,"Rápido, direto e objetivo.",positivo
420,Excelente atendimento!,positivo
421,"inicialmente a nova senha também nã estava dando acesso, mas depois o problema foi solucionado",neutro
422,se fez necessario abrir outro chamado .,negativo
423,ATENDIMENTO RÁPIDO E PRECISO,positivo
424,O atendente se demonstrou com má vontade para ajudar e com pouca paciência. O problema só foi solucionado com ajuda de apoio local e não com o apoio atendente,negativo
425,Excelente atendimento.,positivo
426,"SOLICITEI AO COLABORADOR DO 881 QUE COLOCASSE A JUSTIFICATIVA DO PROBLEMA QUE  ESTÁ ACONTECENDO NO SAP, MAS O ATENDENTE COLOCOU COMO INFORMAÇÃO / SOLUÇÃO ""Cliente informado.""",negativo
427,Atendimento rápido e eficaz. Solução foi adequada.,positivo
428,"Equipe local atendeu prontamente ao chamado, solucionando o problema.",positivo
429,Atenciosa e precisa no atendimento,positivo
430,Foi rápido. Obrigada.,positivo
431,Parabéns ótimo atendimento!,positivo
432,Atendimento muito bom !,positivo
433,Rapidez na resolução do problema.,positivo
434,otimo atendimento,positivo
435,Realizada limpeza no sistema e retirada de alguns programas que estavam inicializando junto com o login.  Ainda será verificado que essas medidas diminuirão a lentidão observada.,neutro
436,"Excelente atendimento: Rápido, eficiente e eficaz. Agradecemos ao Sr. Luiz Claudio.",positivo
437,Muito bom atendimento,positivo
438,Atendimento exelente,positivo
439,sim,neutro
440,muito rápido o atendimento.,positivo
441,"Demonstrou não conhecer o procedimento, apenas procurou um passo a passo genérico do procedimento.",negativo
442,Atendimento rápido e que resolveu o problema.,positivo
443,O analista não prestou atenção no que foi solicitado.,negativo
444,Atendente muito educada e disponível.,positivo
445,Parabéns pelo atendimento do técnico.,positivo
446,excelente atendimento,positivo
447,"Apesar de chegar com antecedência de 15 minutos para o evento, perdi os 10 primeiros minutos porque dois técnicos tiveram dificuldades em liberar o som da vídeo (tinha apenas imagem , nesses 10 minutos iniciais).",negativo
448,Excelente atendimente e solução rápida.,positivo
449,Ótimo atendimento,positivo
450,presteza e eficiencia,positivo
451,"O chamado foi devido ao fato de que não consigo fazer ligações no meu ramal e quando consigo, a ligação cai entre 2 e 3minutos após. Aprece a mensagem de linha telefônica não disponível, sendo que os demais ramais na mesma sala estão ok.  Como a opção de reparo em linha telefônica não existe, optei pelo cadeado eletrônico, vislumbrando a possib de a TIC manter contato",neutro
452,Muito  bom !,positivo
453,profissional competente,positivo
454,"Agradeço pelo pronto atendimento do Gabriel, me auxiliando no meu problema descrito acima.",positivo
455,O problema foi resolvido com sucesso pelo empenho e dedicação do André. Muito obrigado.,positivo
456,Excelente atendimento!,positivo
457,Analista realizou procedimento com rapidez e competência de sempre. Sempre solícito e atencioso.,positivo
458,O retorno foi bem rápido. Agradeço à equipe de atendimento do Lotus Notes e SST.,positivo
459,A agilidade no atendimento foi fundamental para que não tivéssemos problemas na provisão de royalties.,neutro
460,"Informo que o chamado não foi resolvido devido a um problema na transação do SAP desde 26/05. Porém o atendimento foi excelente,.",neutro
461,nÃO ENTENDEU MEU PROBLEMA,negativo
462,"Muito bom, resolveu na hora",positivo
463,"Excelente atendimento , parabéns !",positivo
464,Agradeço o imediato atendimento a esta solicitação. Obrigada!,positivo
465,"O funcionário que entrou em contato comigo não estava preparado para solucionar meu problema, como eu informei para ele no momento em que ele me ligou. Ao saber dessa informação ele continuou repetindo a mesma informação que não tinha a menor utilidade para a resolução do problema, de maneira grosseira. Sugiro que os funcionários só entrem em contato com o usuário somente quando tiverem certeza de como resolver o problema, sem pressa.",negativo
466,Excelente atendimento,positivo
467,Parabéns pelo bom atendimento.,positivo
468,ÓTIMO E RÁPIDO ATENDIMENTO,positivo
469,Este assunto está foi solicitado em 25/05/15 e não foi dado um boma encaminhamento a solicitação.,negativo
